date,description,amount
2025-01-12,"PIZZA PORT",-13.92
2025-01-12,"LOCAL COFFEE SHOP",-7.87
2025-01-12,"GAP",-40.98
2025-01-12,"CLIPPER CARD",-14.62
2025-01-12,"AMC THEATRES",-6.14
2025-01-12,"MCDONALDS",-14.33
2025-01-13,"SUSHI HOUSE",-36.63
2025-01-13,"PEETS COFFEE",-6.13
2025-01-13,"WALMART.COM",-57.46
2025-01-13,"CLIPPER CARD",-20.96
2025-01-14,"SHELL OIL",-46.92
2025-01-14,"CHIPOTLE",-12.54
2025-01-14,"PHILZ COFFEE",-4.51
2025-01-14,"DISNEY PLUS",-12.90
2025-01-14,"UNIQLO",-49.59
2025-01-14,"CLIPPER CARD",-30.03
2025-01-14,"MCDONALDS",-24.12
2025-01-14,"STARBUCKS",-6.41
2025-01-15,"ACH PAYROLL",4233.94
2025-01-15,"PIZZA PORT",-30.34
2025-01-15,"PEETS COFFEE",-6.14
2025-01-15,"DISNEY PLUS",-7.72
2025-01-15,"CVS",-24.59
2025-01-15,"WALGREENS",-11.71
2025-01-15,"AMAZON.COM",-17.12
2025-01-16,"ARCO AMPM",-57.68
2025-01-16,"SUSHI HOUSE",-41.36
2025-01-16,"PEETS COFFEE",-9.47
2025-01-16,"WALMART.COM",-46.38
2025-01-16,"PARKING METER",-8.36
2025-01-16,"7-ELEVEN",-22.73
2025-01-17,"CHEVRON",-36.58
2025-01-17,"PIZZA PORT",-35.08
2025-01-17,"DUNKIN",-9.62
2025-01-17,"DOLLAR STORE",-81.85
2025-01-17,"STEAM GAMES",-40.74
2025-01-17,"MCDONALDS",-20.47
2025-01-18,"TRADER JOES",-18.97
2025-01-18,"76 STATION",-56.31
2025-01-18,"MCDONALDS",-29.96
2025-01-18,"PHILZ COFFEE",-8.10
2025-01-18,"WALMART.COM",-73.41
2025-01-18,"7-ELEVEN",-8.36
2025-01-19,"PG&E ELECTRIC",-176.02
2025-01-19,"WHOLE FOODS MKT",-21.12
2025-01-19,"76 STATION",-59.70
2025-01-19,"UBER EATS",-30.82
2025-01-19,"LOCAL COFFEE SHOP",-9.48
2025-01-19,"UNIQLO",-77.92
2025-01-19,"FASTTRAK",-17.05
2025-01-20,"76 STATION",-56.31
2025-01-20,"TACO BELL",-27.42
2025-01-20,"PEETS COFFEE",-5.53
2025-01-20,"WALMART.COM",-80.84
2025-01-20,"BART TICKET",-13.35
2025-01-20,"STARBUCKS",-9.51
2025-01-21,"ARCO AMPM",-73.30
2025-01-21,"MCDONALDS",-27.15
2025-01-21,"PEETS COFFEE",-10.43
2025-01-21,"AMAZON.COM",-57.14
2025-01-22,"SPROUTS FARMERS MKT",-46.02
2025-01-22,"SUBWAY",-26.12
2025-01-22,"PEETS COFFEE",-5.08
2025-01-22,"CVS",-83.92
2025-01-22,"PARKING METER",-10.37
2025-01-22,"PLAYSTATION NETWORK",-25.36
2025-01-22,"MCDONALDS",-23.35
2025-01-23,"TRADER JOES",-72.65
2025-01-23,"SHELL OIL",-71.64
2025-01-23,"MCDONALDS",-41.81
2025-01-23,"PEETS COFFEE",-8.96
2025-01-23,"WALMART.COM",-16.88
2025-01-23,"FASTTRAK",-31.70
2025-01-24,"SHELL OIL",-69.50
2025-01-24,"SUSHI HOUSE",-44.32
2025-01-24,"LOCAL COFFEE SHOP",-8.12
2025-01-24,"CVS",-76.48
2025-01-24,"LYFT",-27.23
2025-01-25,"COSTCO WHOLESALE",-57.28
2025-01-25,"CHEVRON",-44.87
2025-01-25,"DOORDASH",-34.01
2025-01-25,"DUNKIN",-4.73
2025-01-25,"TARGET",-58.05
2025-01-25,"AMAZON.COM",-13.21
2025-01-26,"TRADER JOES",-94.79
2025-01-26,"CHEVRON",-62.95
2025-01-26,"CHIPOTLE",-26.30
2025-01-26,"PEETS COFFEE",-11.17
2025-01-26,"EBAY",-16.83
2025-01-26,"LYFT",-25.29
2025-01-26,"SPOTIFY",-12.66
2025-01-27,"SHELL OIL",-39.02
2025-01-27,"MCDONALDS",-20.82
2025-01-27,"PHILZ COFFEE",-11.84
2025-01-27,"EBAY",-82.17
2025-01-27,"AMC THEATRES",-51.73
2025-01-28,"SHELL OIL",-53.23
2025-01-28,"PANERA BREAD",-33.55
2025-01-28,"PHILZ COFFEE",-11.85
2025-01-28,"GAP",-70.20
2025-01-28,"7-ELEVEN",-17.46
2025-01-29,"SPROUTS FARMERS MKT",-88.08
2025-01-29,"CHEVRON",-54.12
2025-01-29,"LOCAL BISTRO",-27.02
2025-01-29,"STARBUCKS",-5.37
2025-01-29,"DOLLAR STORE",-80.59
2025-01-29,"BART TICKET",-24.24
2025-01-29,"SPOTIFY",-31.51
2025-01-29,"AMAZON.COM",-18.68
2025-01-29,"MCDONALDS",-11.46
2025-01-30,"MCDONALDS",-29.58
2025-01-30,"LOCAL COFFEE SHOP",-8.58
2025-01-30,"GAP",-64.41
2025-01-30,"7-ELEVEN",-18.42
2025-01-31,"EXXON MOBIL",-49.99
2025-01-31,"PIZZA PORT",-21.20
2025-01-31,"PHILZ COFFEE",-10.90
2025-01-31,"GAP",-31.25
2025-02-01,"DIRECT DEPOSIT - EMPLOYER",4446.79
2025-02-01,"SUMMIT VILLAGE APT",-2400.00
2025-02-01,"COSTCO WHOLESALE",-29.26
2025-02-01,"76 STATION",-50.94
2025-02-01,"TACO BELL",-14.88
2025-02-01,"DUNKIN",-11.27
2025-02-01,"DOLLAR STORE",-67.66
2025-02-01,"COPAY",-24.23
2025-02-01,"YOGA STUDIO",-53.75
2025-02-02,"COSTCO WHOLESALE",-81.86
2025-02-02,"76 STATION",-50.31
2025-02-02,"DOORDASH",-35.70
2025-02-02,"STARBUCKS",-4.74
2025-02-02,"DOLLAR STORE",-27.34
2025-02-02,"PARKING METER",-7.73
2025-02-02,"STEAM GAMES",-55.23
2025-02-03,"SHELL OIL",-37.25
2025-02-03,"SUSHI HOUSE",-24.46
2025-02-03,"LOCAL COFFEE SHOP",-10.41
2025-02-03,"WALMART.COM",-60.17
2025-02-03,"STEAM GAMES",-18.39
2025-02-03,"MCDONALDS",-13.47
2025-02-03,"STARBUCKS",-5.91
2025-02-03,"STARBUCKS",-17.24
2025-02-04,"WHOLE FOODS MKT",-83.96
2025-02-04,"ARCO AMPM",-66.15
2025-02-04,"IN-N-OUT BURGER",-25.58
2025-02-04,"PEETS COFFEE",-11.32
2025-02-04,"DOLLAR STORE",-27.48
2025-02-04,"UBER",-4.90
2025-02-04,"AMC THEATRES",-47.84
2025-02-05,"TRADER JOES",-37.80
2025-02-05,"ARCO AMPM",-38.52
2025-02-05,"PIZZA PORT",-19.01
2025-02-05,"LOCAL COFFEE SHOP",-5.09
2025-02-05,"EBAY",-46.72
2025-02-05,"AMC THEATRES",-6.06
2025-02-05,"CVS PHARMACY",-42.28
2025-02-06,"EXXON MOBIL",-52.56
2025-02-06,"CHIPOTLE",-12.15
2025-02-06,"DUNKIN",-7.61
2025-02-06,"TARGET",-70.17
2025-02-06,"COPAY",-47.71
2025-02-07,"ARCO AMPM",-58.61
2025-02-07,"MCDONALDS",-32.06
2025-02-07,"PHILZ COFFEE",-4.89
2025-02-07,"BEST BUY",-175.59
2025-02-07,"FASTTRAK",-10.68
2025-02-08,"WALMART SUPERCENTER",-89.28
2025-02-08,"EXXON MOBIL",-48.86
2025-02-08,"MCDONALDS",-19.97
2025-02-08,"PEETS COFFEE",-7.31
2025-02-08,"UNIQLO",-41.46
2025-02-08,"PARKING METER",-14.06
2025-02-08,"STEAM GAMES",-20.30
2025-02-08,"AMAZON.COM",-6.83
2025-02-09,"WHOLE FOODS MKT",-85.20
2025-02-09,"ARCO AMPM",-43.72
2025-02-09,"TACO BELL",-24.07
2025-02-09,"PEETS COFFEE",-5.12
2025-02-09,"CVS",-27.22
2025-02-09,"FASTTRAK",-6.76
2025-02-09,"7-ELEVEN",-12.26
2025-02-10,"ARCO AMPM",-39.53
2025-02-10,"SUBWAY",-8.97
2025-02-10,"DUNKIN",-6.29
2025-02-10,"EBAY",-56.22
2025-02-10,"BART TICKET",-27.68
2025-02-10,"AMC THEATRES",-31.26
2025-02-10,"CVS PHARMACY",-42.69
2025-02-11,"LOCAL MARKET",-99.38
2025-02-11,"ARCO AMPM",-46.16
2025-02-11,"CHIPOTLE",-34.52
2025-02-11,"PHILZ COFFEE",-9.31
2025-02-11,"BEST BUY",-59.30
2025-02-11,"LYFT",-33.11
2025-02-11,"MCDONALDS",-22.39
2025-02-12,"LOCAL MARKET",-67.99
2025-02-12,"DOORDASH",-18.32
2025-02-12,"PHILZ COFFEE",-5.35
2025-02-12,"TARGET",-71.33
2025-02-12,"PARKING METER",-23.11
2025-02-13,"PG&E ELECTRIC",-90.12
2025-02-13,"SHELL OIL",-57.12
2025-02-13,"MCDONALDS",-20.90
2025-02-13,"DUNKIN",-8.81
2025-02-13,"AMAZON.COM",-72.09
2025-02-13,"DAVE AND BUSTERS",-15.32
2025-02-14,"SHELL OIL",-62.05
2025-02-14,"TACO BELL",-32.58
2025-02-14,"STARBUCKS",-10.69
2025-02-14,"CVS",-63.65
2025-02-14,"TICKETMASTER",-19.06
2025-02-14,"STARBUCKS",-19.55
2025-02-14,"STARBUCKS",-12.37
2025-02-15,"ACH PAYROLL",4438.08
2025-02-15,"SPROUTS FARMERS MKT",-45.27
2025-02-15,"CHEVRON",-58.55
2025-02-15,"IN-N-OUT BURGER",-12.12
2025-02-15,"STARBUCKS",-10.73
2025-02-15,"EBAY",-81.95
2025-02-15,"LIME SCOOTER",-14.62
2025-02-15,"7-ELEVEN",-6.86
2025-02-16,"SAFEWAY",-69.01
2025-02-16,"ARCO AMPM",-57.63
2025-02-16,"CHIPOTLE",-27.79
2025-02-16,"DUNKIN",-8.97
2025-02-16,"NETFLIX.COM",-18.71
2025-02-16,"EBAY",-41.26
2025-02-16,"CLIPPER CARD",-4.94
2025-02-16,"CVS PHARMACY",-41.57
2025-02-16,"7-ELEVEN",-15.81
2025-02-17,"SHELL OIL",-44.47
2025-02-17,"CHIPOTLE",-13.96
2025-02-17,"STARBUCKS",-10.75
2025-02-17,"AMAZON.COM",-15.29
2025-02-17,"CVS PHARMACY",-26.36
2025-02-17,"STARBUCKS",-22.65
2025-02-17,"STARBUCKS",-15.72
2025-02-18,"ARCO AMPM",-52.59
2025-02-18,"LOCAL BISTRO",-15.69
2025-02-18,"PEETS COFFEE",-6.81
2025-02-18,"HULU",-6.60
2025-02-18,"AMAZON.COM",-21.79
2025-02-19,"ARCO AMPM",-70.30
2025-02-19,"PIZZA PORT",-31.36
2025-02-19,"PHILZ COFFEE",-7.28
2025-02-19,"AMAZON.COM",-11.63
2025-02-20,"PIZZA PORT",-42.58
2025-02-20,"LOCAL COFFEE SHOP",-9.50
2025-02-20,"BEST BUY",-54.89
2025-02-20,"PLAYSTATION NETWORK",-13.87
2025-02-21,"SUSHI HOUSE",-19.13
2025-02-21,"PEETS COFFEE",-4.40
2025-02-21,"DOLLAR STORE",-53.28
2025-02-21,"BART TICKET",-31.90
2025-02-21,"SPOTIFY",-9.77
2025-02-21,"7-ELEVEN",-14.72
2025-02-22,"WHOLE FOODS MKT",-40.24
2025-02-22,"ARCO AMPM",-42.31
2025-02-22,"SUSHI HOUSE",-26.48
2025-02-22,"PHILZ COFFEE",-6.88
2025-02-22,"AMAZON.COM",-15.22
2025-02-22,"BART TICKET",-14.74
2025-02-22,"DAVE AND BUSTERS",-38.69
2025-02-22,"MCDONALDS",-6.10
2025-02-23,"SPROUTS FARMERS MKT",-101.21
2025-02-23,"CHEVRON",-40.97
2025-02-23,"LOCAL BISTRO",-23.68
2025-02-23,"LOCAL COFFEE SHOP",-11.21
2025-02-23,"GAP",-28.14
2025-02-23,"FASTTRAK",-12.19
2025-02-23,"DAVE AND BUSTERS",-8.00
2025-02-24,"CHIPOTLE",-32.39
2025-02-24,"DUNKIN",-6.92
2025-02-24,"BEST BUY",-36.90
2025-02-24,"UBER",-11.90
2025-02-24,"TICKETMASTER",-35.00
2025-02-24,"RITE AID",-29.40
2025-02-25,"COSTCO WHOLESALE",-88.64
2025-02-25,"SHELL OIL",-42.27
2025-02-25,"DOORDASH",-22.45
2025-02-25,"STARBUCKS",-10.16
2025-02-25,"UNIQLO",-15.35
2025-02-26,"ARCO AMPM",-56.79
2025-02-26,"PIZZA PORT",-33.12
2025-02-26,"LOCAL COFFEE SHOP",-8.67
2025-02-26,"TARGET",-45.85
2025-02-26,"BART TICKET",-26.77
2025-02-26,"MCDONALDS",-19.59
2025-02-27,"COSTCO WHOLESALE",-39.95
2025-02-27,"SUSHI HOUSE",-19.44
2025-02-27,"LOCAL COFFEE SHOP",-9.79
2025-02-27,"UNIQLO",-57.92
2025-02-27,"MCDONALDS",-18.11
2025-02-28,"76 STATION",-67.21
2025-02-28,"SUSHI HOUSE",-9.02
2025-02-28,"PHILZ COFFEE",-11.42
2025-02-28,"AMAZON.COM",-41.00
2025-02-28,"CLIPPER CARD",-20.47
2025-03-01,"PAYROLL DEPOSIT",4490.11
2025-03-01,"RENT PAYMENT",-2400.00
2025-03-01,"SAFEWAY",-70.71
2025-03-01,"EXXON MOBIL",-44.11
2025-03-01,"PIZZA PORT",-31.13
2025-03-01,"STARBUCKS",-9.04
2025-03-01,"DOLLAR STORE",-63.50
2025-03-01,"TICKETMASTER",-53.42
2025-03-01,"PLANET FITNESS",-92.53
2025-03-01,"AMAZON.COM",-13.61
2025-03-02,"SAFEWAY",-51.17
2025-03-02,"EXXON MOBIL",-41.59
2025-03-02,"UBER EATS",-37.21
2025-03-02,"DUNKIN",-4.50
2025-03-02,"APPLE ICLOUD",-17.00
2025-03-02,"DOLLAR STORE",-56.63
2025-03-02,"7-ELEVEN",-21.47
2025-03-03,"SHELL OIL",-37.70
2025-03-03,"TACO BELL",-11.46
2025-03-03,"PEETS COFFEE",-4.87
2025-03-03,"GAP",-14.22
2025-03-03,"STARBUCKS",-17.24
2025-03-03,"MCDONALDS",-6.77
2025-03-03,"STARBUCKS",-18.28
2025-03-04,"ARCO AMPM",-50.14
2025-03-04,"IN-N-OUT BURGER",-11.28
2025-03-04,"PEETS COFFEE",-10.30
2025-03-04,"AMAZON.COM",-61.68
2025-03-04,"DAVE AND BUSTERS",-42.39
2025-03-04,"STARBUCKS",-22.10
2025-03-04,"STARBUCKS",-5.10
2025-03-05,"CHEVRON",-45.19
2025-03-05,"LOCAL BISTRO",-19.08
2025-03-05,"DUNKIN",-8.05
2025-03-05,"WALMART.COM",-78.06
2025-03-05,"LYFT",-8.05
2025-03-05,"TICKETMASTER",-46.27
2025-03-05,"7-ELEVEN",-10.85
2025-03-06,"SHELL OIL",-54.00
2025-03-06,"PIZZA PORT",-34.01
2025-03-06,"PEETS COFFEE",-6.23
2025-03-06,"HULU",-10.72
2025-03-06,"DOLLAR STORE",-21.35
2025-03-07,"PIZZA PORT",-21.57
2025-03-07,"PHILZ COFFEE",-8.59
2025-03-07,"GAP",-78.30
2025-03-07,"KINDLE EBOOK",-6.90
2025-03-08,"COSTCO WHOLESALE",-84.75
2025-03-08,"SHELL OIL",-53.57
2025-03-08,"CHIPOTLE",-28.70
2025-03-08,"LOCAL COFFEE SHOP",-6.40
2025-03-08,"GAP",-36.43
2025-03-08,"FASTTRAK",-5.19
2025-03-09,"TRADER JOES",-102.91
2025-03-09,"ARCO AMPM",-72.31
2025-03-09,"UBER EATS",-22.67
2025-03-09,"DUNKIN",-6.17
2025-03-09,"DOLLAR STORE",-81.69
2025-03-10,"COMCAST INTERNET",-131.98
2025-03-10,"SHELL OIL",-56.36
2025-03-10,"DOORDASH",-34.24
2025-03-10,"PEETS COFFEE",-7.19
2025-03-10,"GAP",-13.89
2025-03-10,"FASTTRAK",-10.98
2025-03-10,"PLAYSTATION NETWORK",-49.97
2025-03-11,"76 STATION",-35.47
2025-03-11,"TACO BELL",-16.37
2025-03-11,"DUNKIN",-7.08
2025-03-11,"WALMART.COM",-31.26
2025-03-11,"MCDONALDS",-19.61
2025-03-12,"LOCAL MARKET",-95.00
2025-03-12,"TACO BELL",-29.01
2025-03-12,"DUNKIN",-11.98
2025-03-12,"EBAY",-38.09
2025-03-12,"TICKETMASTER",-5.10
2025-03-12,"AMAZON.COM",-8.50
2025-03-13,"PG&E ELECTRIC",-171.67
2025-03-13,"LOCAL BISTRO",-18.11
2025-03-13,"DUNKIN",-11.22
2025-03-13,"EBAY",-36.37
2025-03-13,"LIME SCOOTER",-5.80
2025-03-13,"AMAZON.COM",-15.64
2025-03-14,"EXXON MOBIL",-42.67
2025-03-14,"MCDONALDS",-15.74
2025-03-14,"PHILZ COFFEE",-6.25
2025-03-14,"EBAY",-49.68
2025-03-14,"LYFT",-14.65
2025-03-15,"PAYROLL DEPOSIT",4244.72
2025-03-15,"SAFEWAY",-54.77
2025-03-15,"76 STATION",-45.60
2025-03-15,"CHIPOTLE",-37.02
2025-03-15,"DUNKIN",-6.29
2025-03-15,"UNIQLO",-70.36
2025-03-15,"BART TICKET",-3.78
2025-03-15,"KINDLE EBOOK",-17.69
2025-03-16,"WALMART SUPERCENTER",-48.63
2025-03-16,"ARCO AMPM",-45.29
2025-03-16,"PANERA BREAD",-25.24
2025-03-16,"PHILZ COFFEE",-9.90
2025-03-16,"DOLLAR STORE",-63.78
2025-03-16,"SPOTIFY",-29.47
2025-03-17,"PIZZA PORT",-15.87
2025-03-17,"DUNKIN",-7.08
2025-03-17,"CVS",-38.85
2025-03-17,"UBER",-25.54
2025-03-17,"CVS PHARMACY",-25.02
2025-03-18,"EXXON MOBIL",-69.97
2025-03-18,"PANERA BREAD",-38.97
2025-03-18,"STARBUCKS",-11.53
2025-03-18,"EBAY",-15.58
2025-03-18,"KINDLE EBOOK",-37.10
2025-03-18,"MCDONALDS",-9.70
2025-03-18,"AMAZON.COM",-8.70
2025-03-19,"TRADER JOES",-114.56
2025-03-19,"CHEVRON",-49.76
2025-03-19,"DOORDASH",-12.97
2025-03-19,"LOCAL COFFEE SHOP",-4.39
2025-03-19,"TARGET",-14.97
2025-03-19,"LYFT",-7.14
2025-03-19,"KINDLE EBOOK",-19.85
2025-03-19,"AMAZON.COM",-13.65
2025-03-20,"EXXON MOBIL",-69.51
2025-03-20,"CHIPOTLE",-20.93
2025-03-20,"PHILZ COFFEE",-8.22
2025-03-20,"AMAZON.COM",-127.68
2025-03-20,"CLIPPER CARD",-6.22
2025-03-20,"WALGREENS",-30.20
2025-03-21,"TRADER JOES",-56.17
2025-03-21,"SHELL OIL",-68.74
2025-03-21,"SUSHI HOUSE",-18.26
2025-03-21,"PHILZ COFFEE",-9.35
2025-03-21,"BEST BUY",-74.67
2025-03-21,"WALGREENS",-17.51
2025-03-22,"SPROUTS FARMERS MKT",-60.46
2025-03-22,"CHEVRON",-58.99
2025-03-22,"IN-N-OUT BURGER",-42.17
2025-03-22,"DUNKIN",-8.54
2025-03-22,"WALMART.COM",-51.58
2025-03-22,"FASTTRAK",-4.37
2025-03-22,"STEAM GAMES",-46.04
2025-03-23,"COSTCO WHOLESALE",-44.90
2025-03-23,"EXXON MOBIL",-50.29
2025-03-23,"MCDONALDS",-13.15
2025-03-23,"LOCAL COFFEE SHOP",-4.69
2025-03-23,"WALMART.COM",-54.61
2025-03-23,"STARBUCKS",-20.13
2025-03-24,"COMCAST INTERNET",-129.10
2025-03-24,"EXXON MOBIL",-43.46
2025-03-24,"PIZZA PORT",-39.16
2025-03-24,"PHILZ COFFEE",-11.68
2025-03-24,"SPOTIFY USA",-12.76
2025-03-24,"BEST BUY",-77.39
2025-03-24,"DAVE AND BUSTERS",-48.94
2025-03-24,"MCDONALDS",-15.38
2025-03-25,"PANERA BREAD",-21.40
2025-03-25,"PEETS COFFEE",-5.61
2025-03-25,"DOLLAR STORE",-37.83
2025-03-25,"7-ELEVEN",-17.53
2025-03-26,"WHOLE FOODS MKT",-95.65
2025-03-26,"ARCO AMPM",-48.34
2025-03-26,"PIZZA PORT",-16.28
2025-03-26,"STARBUCKS",-5.99
2025-03-26,"EBAY",-26.08
2025-03-27,"CHEVRON",-71.63
2025-03-27,"DOORDASH",-26.81
2025-03-27,"STARBUCKS",-8.08
2025-03-27,"TARGET",-76.88
2025-03-27,"PARKING METER",-21.45
2025-03-28,"SHELL OIL",-52.38
2025-03-28,"CHIPOTLE",-25.94
2025-03-28,"LOCAL COFFEE SHOP",-10.43
2025-03-28,"CVS",-82.33
2025-03-28,"FASTTRAK",-7.73
2025-03-28,"KINDLE EBOOK",-36.06
2025-03-29,"SAFEWAY",-43.03
2025-03-29,"76 STATION",-46.60
2025-03-29,"CHIPOTLE",-15.38
2025-03-29,"PEETS COFFEE",-8.86
2025-03-29,"SPOTIFY USA",-11.10
2025-03-29,"BEST BUY",-56.19
2025-03-29,"CLIPPER CARD",-25.45
2025-03-29,"STARBUCKS",-19.17
2025-03-30,"TRADER JOES",-99.77
2025-03-30,"76 STATION",-69.16
2025-03-30,"DOORDASH",-8.80
2025-03-30,"PEETS COFFEE",-11.09
2025-03-30,"DOLLAR STORE",-61.02
2025-03-30,"STARBUCKS",-19.40
2025-03-30,"7-ELEVEN",-24.00
2025-03-31,"MCDONALDS",-39.46
2025-03-31,"DUNKIN",-10.51
2025-03-31,"CVS",-78.83
2025-03-31,"CLIPPER CARD",-4.99
2025-03-31,"CVS PHARMACY",-13.75
2025-03-31,"AMAZON.COM",-9.98
2025-03-31,"STARBUCKS",-19.13
2025-04-01,"DIRECT DEPOSIT - EMPLOYER",4237.75
2025-04-01,"RENT PAYMENT",-2400.00
2025-04-01,"CHEVRON",-60.99
2025-04-01,"TACO BELL",-21.61
2025-04-01,"LOCAL COFFEE SHOP",-7.60
2025-04-01,"DISNEY PLUS",-9.16
2025-04-01,"GAP",-41.82
2025-04-01,"CLIPPER CARD",-4.80
2025-04-01,"KINDLE EBOOK",-33.90
2025-04-01,"YOGA STUDIO",-30.11
2025-04-02,"EXXON MOBIL",-68.51
2025-04-02,"PANERA BREAD",-13.53
2025-04-02,"PHILZ COFFEE",-5.99
2025-04-02,"UNIQLO",-51.92
2025-04-02,"STARBUCKS",-7.32
2025-04-02,"AMAZON.COM",-22.61
2025-04-03,"CHEVRON",-37.38
2025-04-03,"IN-N-OUT BURGER",-43.32
2025-04-03,"DUNKIN",-5.89
2025-04-03,"GAP",-33.77
2025-04-04,"EXXON MOBIL",-55.66
2025-04-04,"LOCAL BISTRO",-11.55
2025-04-04,"LOCAL COFFEE SHOP",-11.74
2025-04-04,"TARGET",-49.68
2025-04-04,"TICKETMASTER",-26.08
2025-04-05,"WALMART SUPERCENTER",-22.64
2025-04-05,"CHEVRON",-51.62
2025-04-05,"PIZZA PORT",-17.76
2025-04-05,"PHILZ COFFEE",-8.77
2025-04-05,"EBAY",-17.80
2025-04-05,"KINDLE EBOOK",-57.86
2025-04-06,"SPROUTS FARMERS MKT",-85.68
2025-04-06,"EXXON MOBIL",-55.97
2025-04-06,"SUSHI HOUSE",-31.40
2025-04-06,"STARBUCKS",-10.95
2025-04-06,"EBAY",-83.41
2025-04-06,"7-ELEVEN",-23.14
2025-04-07,"LOCAL BISTRO",-13.19
2025-04-07,"PHILZ COFFEE",-9.19
2025-04-07,"TARGET",-33.73
2025-04-07,"PARKING METER",-29.78
2025-04-07,"RITE AID",-20.41
2025-04-07,"AMAZON.COM",-9.40
2025-04-08,"SPROUTS FARMERS MKT",-111.68
2025-04-08,"76 STATION",-71.42
2025-04-08,"MCDONALDS",-39.94
2025-04-08,"PEETS COFFEE",-6.63
2025-04-08,"EBAY",-81.93
2025-04-08,"BART TICKET",-11.94
2025-04-09,"SHELL OIL",-39.04
2025-04-09,"PANERA BREAD",-20.70
2025-04-09,"DUNKIN",-5.57
2025-04-09,"GAP",-143.22
2025-04-09,"LIME SCOOTER",-27.81
2025-04-09,"KINDLE EBOOK",-23.46
2025-04-09,"7-ELEVEN",-13.26
2025-04-10,"SPROUTS FARMERS MKT",-64.67
2025-04-10,"CHEVRON",-68.61
2025-04-10,"CHIPOTLE",-21.82
2025-04-10,"DUNKIN",-6.05
2025-04-10,"GOOGLE STORAGE",-10.28
2025-04-10,"TARGET",-31.29
2025-04-10,"STARBUCKS",-5.80
2025-04-11,"SPROUTS FARMERS MKT",-38.22
2025-04-11,"76 STATION",-70.51
2025-04-11,"PANERA BREAD",-35.34
2025-04-11,"PEETS COFFEE",-9.26
2025-04-11,"TARGET",-12.28
2025-04-11,"LIME SCOOTER",-15.22
2025-04-11,"COPAY",-18.90
2025-04-11,"MCDONALDS",-16.07
2025-04-12,"LOCAL MARKET",-70.08
2025-04-12,"76 STATION",-58.28
2025-04-12,"DOORDASH",-30.44
2025-04-12,"LOCAL COFFEE SHOP",-5.23
2025-04-12,"AMAZON.COM",-66.43
2025-04-12,"STARBUCKS",-7.14
2025-04-12,"STARBUCKS",-8.87
2025-04-13,"WHOLE FOODS MKT",-42.17
2025-04-13,"CHEVRON",-62.22
2025-04-13,"SUBWAY",-19.13
